"part.gender" "part.age.cat" "part.group.cat" "cont.group.cat" "cont.age.cat" "male_interact" "female_interact" "part.inf" "cont.inf"
"131.1.10" 1 10 "adult" "adult" 40 0.548600053 0.634833159 1 3
"131.1.11" 1 10 "adult" "adult" 40 0.548600053 0.634833159 2 3
"131.1.12" 1 10 "adult" "adult" 40 0.548600053 0.634833159 3 3
"131.1.13" 1 10 "adult" "adult" 40 0.548600053 0.634833159 4 3
"131.1.14" 1 10 "adult" "adult" 40 0.548600053 0.634833159 5 3
"131.1.15" 1 10 "adult" "adult" 40 0.548600053 0.634833159 1 4
"131.1.16" 1 10 "adult" "adult" 40 0.548600053 0.634833159 2 4
"131.1.17" 1 10 "adult" "adult" 40 0.548600053 0.634833159 3 4
"131.1.18" 1 10 "adult" "adult" 40 0.548600053 0.634833159 4 4
"131.1.19" 1 10 "adult" "adult" 40 0.548600053 0.634833159 5 4
"131.1.20" 1 10 "adult" "adult" 40 0.548600053 0.634833159 1 5
"131.1.21" 1 10 "adult" "adult" 40 0.548600053 0.634833159 2 5
"131.1.22" 1 10 "adult" "adult" 40 0.548600053 0.634833159 3 5
"131.1.23" 1 10 "adult" "adult" 40 0.548600053 0.634833159 4 5
"131.1.24" 1 10 "adult" "adult" 40 0.548600053 0.634833159 5 5
"132" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 1 1
"132.2" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 2 1
"132.3" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 3 1
"132.4" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 4 1
"132.5" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 5 1
"132.6" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 1 2
"132.7" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 2 2
"132.8" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 3 2
"132.9" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 4 2
"132.10" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 5 2
"132.11" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 1 3
"132.12" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 2 3
"132.13" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 3 3
"132.14" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 4 3
"132.15" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 5 3
"132.16" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 1 4
"132.17" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 2 4
"132.18" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 3 4
"132.19" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 4 4
"132.20" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 5 4
"132.21" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 1 5
"132.22" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 2 5
"132.23" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 3 5
"132.24" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 4 5
"132.25" 0 15 "adult" "adult" 40 0.5974365319 0.403373468 5 5
"132.1" 1 15 "adult" "adult" 40 0.526247916 0.474562084 1 1
"132.1.1" 1 15 "adult" "adult" 40 0.526247916 0.474562084 2 1
"132.1.2" 1 15 "adult" "adult" 40 0.526247916 0.474562084 3 1
"132.1.3" 1 15 "adult" "adult" 40 0.526247916 0.474562084 4 1
"132.1.4" 1 15 "adult" "adult" 40 0.526247916 0.474562084 5 1
"132.1.5" 1 15 "adult" "adult" 40 0.526247916 0.474562084 1 2
"132.1.6" 1 15 "adult" "adult" 40 0.526247916 0.474562084 2 2
"132.1.7" 1 15 "adult" "adult" 40 0.526247916 0.474562084 3 2
"132.1.8" 1 15 "adult" "adult" 40 0.526247916 0.474562084 4 2
"132.1.9" 1 15 "adult" "adult" 40 0.526247916 0.474562084 5 2
"132.1.10" 1 15 "adult" "adult" 40 0.526247916 0.474562084 1 3
"132.1.11" 1 15 "adult" "adult" 40 0.526247916 0.474562084 2 3
"132.1.12" 1 15 "adult" "adult" 40 0.526247916 0.474562084 3 3
"132.1.13" 1 15 "adult" "adult" 40 0.526247916 0.474562084 4 3
"132.1.14" 1 15 "adult" "adult" 40 0.526247916 0.474562084 5 3
"132.1.15" 1 15 "adult" "adult" 40 0.526247916 0.474562084 1 4
"132.1.16" 1 15 "adult" "adult" 40 0.526247916 0.474562084 2 4
"132.1.17" 1 15 "adult" "adult" 40 0.526247916 0.474562084 3 4
"132.1.18" 1 15 "adult" "adult" 40 0.526247916 0.474562084 4 4
"132.1.19" 1 15 "adult" "adult" 40 0.526247916 0.474562084 5 4
"132.1.20" 1 15 "adult" "adult" 40 0.526247916 0.474562084 1 5
"132.1.21" 1 15 "adult" "adult" 40 0.526247916 0.474562084 2 5
"132.1.22" 1 15 "adult" "adult" 40 0.526247916 0.474562084 3 5
"132.1.23" 1 15 "adult" "adult" 40 0.526247916 0.474562084 4 5
"132.1.24" 1 15 "adult" "adult" 40 0.526247916 0.474562084 5 5
"133" 0 20 "adult" "adult" 40 0.431313671 0.378756329 1 1
"133.2" 0 20 "adult" "adult" 40 0.431313671 0.378756329 2 1
"133.3" 0 20 "adult" "adult" 40 0.431313671 0.378756329 3 1
"133.4" 0 20 "adult" "adult" 40 0.431313671 0.378756329 4 1
"133.5" 0 20 "adult" "adult" 40 0.431313671 0.378756329 5 1
"133.6" 0 20 "adult" "adult" 40 0.431313671 0.378756329 1 2
"133.7" 0 20 "adult" "adult" 40 0.431313671 0.378756329 2 2
"133.8" 0 20 "adult" "adult" 40 0.431313671 0.378756329 3 2
"133.9" 0 20 "adult" "adult" 40 0.431313671 0.378756329 4 2
"133.10" 0 20 "adult" "adult" 40 0.431313671 0.378756329 5 2
"133.11" 0 20 "adult" "adult" 40 0.431313671 0.378756329 1 3
"133.12" 0 20 "adult" "adult" 40 0.431313671 0.378756329 2 3
"133.13" 0 20 "adult" "adult" 40 0.431313671 0.378756329 3 3
"133.14" 0 20 "adult" "adult" 40 0.431313671 0.378756329 4 3
"133.15" 0 20 "adult" "adult" 40 0.431313671 0.378756329 5 3
"133.16" 0 20 "adult" "adult" 40 0.431313671 0.378756329 1 4
"133.17" 0 20 "adult" "adult" 40 0.431313671 0.378756329 2 4
"133.18" 0 20 "adult" "adult" 40 0.431313671 0.378756329 3 4
"133.19" 0 20 "adult" "adult" 40 0.431313671 0.378756329 4 4
"133.20" 0 20 "adult" "adult" 40 0.431313671 0.378756329 5 4
"133.21" 0 20 "adult" "adult" 40 0.431313671 0.378756329 1 5
"133.22" 0 20 "adult" "adult" 40 0.431313671 0.378756329 2 5
"133.23" 0 20 "adult" "adult" 40 0.431313671 0.378756329 3 5
"133.24" 0 20 "adult" "adult" 40 0.431313671 0.378756329 4 5
"133.25" 0 20 "adult" "adult" 40 0.431313671 0.378756329 5 5
"133.1" 1 20 "adult" "adult" 40 0.357052124 0.453017876 1 1
"133.1.1" 1 20 "adult" "adult" 40 0.357052124 0.453017876 2 1
"133.1.2" 1 20 "adult" "adult" 40 0.357052124 0.453017876 3 1
"133.1.3" 1 20 "adult" "adult" 40 0.357052124 0.453017876 4 1
"133.1.4" 1 20 "adult" "adult" 40 0.357052124 0.453017876 5 1
"133.1.5" 1 20 "adult" "adult" 40 0.357052124 0.453017876 1 2
"133.1.6" 1 20 "adult" "adult" 40 0.357052124 0.453017876 2 2
"133.1.7" 1 20 "adult" "adult" 40 0.357052124 0.453017876 3 2
"133.1.8" 1 20 "adult" "adult" 40 0.357052124 0.453017876 4 2
"133.1.9" 1 20 "adult" "adult" 40 0.357052124 0.453017876 5 2
"133.1.10" 1 20 "adult" "adult" 40 0.357052124 0.453017876 1 3
"133.1.11" 1 20 "adult" "adult" 40 0.357052124 0.453017876 2 3
"133.1.12" 1 20 "adult" "adult" 40 0.357052124 0.453017876 3 3
"133.1.13" 1 20 "adult" "adult" 40 0.357052124 0.453017876 4 3
"133.1.14" 1 20 "adult" "adult" 40 0.357052124 0.453017876 5 3
"133.1.15" 1 20 "adult" "adult" 40 0.357052124 0.453017876 1 4
"133.1.16" 1 20 "adult" "adult" 40 0.357052124 0.453017876 2 4
"133.1.17" 1 20 "adult" "adult" 40 0.357052124 0.453017876 3 4
"133.1.18" 1 20 "adult" "adult" 40 0.357052124 0.453017876 4 4
"133.1.19" 1 20 "adult" "adult" 40 0.357052124 0.453017876 5 4
"133.1.20" 1 20 "adult" "adult" 40 0.357052124 0.453017876 1 5
"133.1.21" 1 20 "adult" "adult" 40 0.357052124 0.453017876 2 5
"133.1.22" 1 20 "adult" "adult" 40 0.357052124 0.453017876 3 5
"133.1.23" 1 20 "adult" "adult" 40 0.357052124 0.453017876 4 5
"133.1.24" 1 20 "adult" "adult" 40 0.357052124 0.453017876 5 5
"134" 0 25 "adult" "adult" 40 0.569086159 0.458803841 1 1
"134.2" 0 25 "adult" "adult" 40 0.569086159 0.458803841 2 1
"134.3" 0 25 "adult" "adult" 40 0.569086159 0.458803841 3 1
"134.4" 0 25 "adult" "adult" 40 0.569086159 0.458803841 4 1
"134.5" 0 25 "adult" "adult" 40 0.569086159 0.458803841 5 1
"134.6" 0 25 "adult" "adult" 40 0.569086159 0.458803841 1 2
"134.7" 0 25 "adult" "adult" 40 0.569086159 0.458803841 2 2
"134.8" 0 25 "adult" "adult" 40 0.569086159 0.458803841 3 2
"134.9" 0 25 "adult" "adult" 40 0.569086159 0.458803841 4 2
"134.10" 0 25 "adult" "adult" 40 0.569086159 0.458803841 5 2
"134.11" 0 25 "adult" "adult" 40 0.569086159 0.458803841 1 3
"134.12" 0 25 "adult" "adult" 40 0.569086159 0.458803841 2 3
"134.13" 0 25 "adult" "adult" 40 0.569086159 0.458803841 3 3
"134.14" 0 25 "adult" "adult" 40 0.569086159 0.458803841 4 3
"134.15" 0 25 "adult" "adult" 40 0.569086159 0.458803841 5 3
"134.16" 0 25 "adult" "adult" 40 0.569086159 0.458803841 1 4
"134.17" 0 25 "adult" "adult" 40 0.569086159 0.458803841 2 4
"134.18" 0 25 "adult" "adult" 40 0.569086159 0.458803841 3 4
"134.19" 0 25 "adult" "adult" 40 0.569086159 0.458803841 4 4
"134.20" 0 25 "adult" "adult" 40 0.569086159 0.458803841 5 4
"134.21" 0 25 "adult" "adult" 40 0.569086159 0.458803841 1 5
"134.22" 0 25 "adult" "adult" 40 0.569086159 0.458803841 2 5
"134.23" 0 25 "adult" "adult" 40 0.569086159 0.458803841 3 5
"134.24" 0 25 "adult" "adult" 40 0.569086159 0.458803841 4 5
"134.25" 0 25 "adult" "adult" 40 0.569086159 0.458803841 5 5
"134.1" 1 25 "adult" "adult" 40 0.483621217 0.544268783 1 1
"134.1.1" 1 25 "adult" "adult" 40 0.483621217 0.544268783 2 1
"134.1.2" 1 25 "adult" "adult" 40 0.483621217 0.544268783 3 1
"134.1.3" 1 25 "adult" "adult" 40 0.483621217 0.544268783 4 1
"134.1.4" 1 25 "adult" "adult" 40 0.483621217 0.544268783 5 1
"134.1.5" 1 25 "adult" "adult" 40 0.483621217 0.544268783 1 2
"134.1.6" 1 25 "adult" "adult" 40 0.483621217 0.544268783 2 2
"134.1.7" 1 25 "adult" "adult" 40 0.483621217 0.544268783 3 2
"134.1.8" 1 25 "adult" "adult" 40 0.483621217 0.544268783 4 2
"134.1.9" 1 25 "adult" "adult" 40 0.483621217 0.544268783 5 2
"134.1.10" 1 25 "adult" "adult" 40 0.483621217 0.544268783 1 3
"134.1.11" 1 25 "adult" "adult" 40 0.483621217 0.544268783 2 3
"134.1.12" 1 25 "adult" "adult" 40 0.483621217 0.544268783 3 3
"134.1.13" 1 25 "adult" "adult" 40 0.483621217 0.544268783 4 3
"134.1.14" 1 25 "adult" "adult" 40 0.483621217 0.544268783 5 3
"134.1.15" 1 25 "adult" "adult" 40 0.483621217 0.544268783 1 4
"134.1.16" 1 25 "adult" "adult" 40 0.483621217 0.544268783 2 4
"134.1.17" 1 25 "adult" "adult" 40 0.483621217 0.544268783 3 4
"134.1.18" 1 25 "adult" "adult" 40 0.483621217 0.544268783 4 4
"134.1.19" 1 25 "adult" "adult" 40 0.483621217 0.544268783 5 4
"134.1.20" 1 25 "adult" "adult" 40 0.483621217 0.544268783 1 5
"134.1.21" 1 25 "adult" "adult" 40 0.483621217 0.544268783 2 5
"134.1.22" 1 25 "adult" "adult" 40 0.483621217 0.544268783 3 5
"134.1.23" 1 25 "adult" "adult" 40 0.483621217 0.544268783 4 5
"134.1.24" 1 25 "adult" "adult" 40 0.483621217 0.544268783 5 5
"135" 0 30 "adult" "adult" 40 0.667778954 0.561781046 1 1
"135.2" 0 30 "adult" "adult" 40 0.667778954 0.561781046 2 1
"135.3" 0 30 "adult" "adult" 40 0.667778954 0.561781046 3 1
"135.4" 0 30 "adult" "adult" 40 0.667778954 0.561781046 4 1
"135.5" 0 30 "adult" "adult" 40 0.667778954 0.561781046 5 1
"135.6" 0 30 "adult" "adult" 40 0.667778954 0.561781046 1 2
"135.7" 0 30 "adult" "adult" 40 0.667778954 0.561781046 2 2
"135.8" 0 30 "adult" "adult" 40 0.667778954 0.561781046 3 2
"135.9" 0 30 "adult" "adult" 40 0.667778954 0.561781046 4 2
"135.10" 0 30 "adult" "adult" 40 0.667778954 0.561781046 5 2
"135.11" 0 30 "adult" "adult" 40 0.667778954 0.561781046 1 3
"135.12" 0 30 "adult" "adult" 40 0.667778954 0.561781046 2 3
"135.13" 0 30 "adult" "adult" 40 0.667778954 0.561781046 3 3
"135.14" 0 30 "adult" "adult" 40 0.667778954 0.561781046 4 3
"135.15" 0 30 "adult" "adult" 40 0.667778954 0.561781046 5 3
"135.16" 0 30 "adult" "adult" 40 0.667778954 0.561781046 1 4
"135.17" 0 30 "adult" "adult" 40 0.667778954 0.561781046 2 4
"135.18" 0 30 "adult" "adult" 40 0.667778954 0.561781046 3 4
"135.19" 0 30 "adult" "adult" 40 0.667778954 0.561781046 4 4
"135.20" 0 30 "adult" "adult" 40 0.667778954 0.561781046 5 4
"135.21" 0 30 "adult" "adult" 40 0.667778954 0.561781046 1 5
"135.22" 0 30 "adult" "adult" 40 0.667778954 0.561781046 2 5
"135.23" 0 30 "adult" "adult" 40 0.667778954 0.561781046 3 5
"135.24" 0 30 "adult" "adult" 40 0.667778954 0.561781046 4 5
"135.25" 0 30 "adult" "adult" 40 0.667778954 0.561781046 5 5
"135.1" 1 30 "adult" "adult" 40 0.646519862 0.583040138 1 1
"135.1.1" 1 30 "adult" "adult" 40 0.646519862 0.583040138 2 1
"135.1.2" 1 30 "adult" "adult" 40 0.646519862 0.583040138 3 1
"135.1.3" 1 30 "adult" "adult" 40 0.646519862 0.583040138 4 1
"135.1.4" 1 30 "adult" "adult" 40 0.646519862 0.583040138 5 1
"135.1.5" 1 30 "adult" "adult" 40 0.646519862 0.583040138 1 2
"135.1.6" 1 30 "adult" "adult" 40 0.646519862 0.583040138 2 2
"135.1.7" 1 30 "adult" "adult" 40 0.646519862 0.583040138 3 2
"135.1.8" 1 30 "adult" "adult" 40 0.646519862 0.583040138 4 2
"135.1.9" 1 30 "adult" "adult" 40 0.646519862 0.583040138 5 2
"135.1.10" 1 30 "adult" "adult" 40 0.646519862 0.583040138 1 3
"135.1.11" 1 30 "adult" "adult" 40 0.646519862 0.583040138 2 3
"135.1.12" 1 30 "adult" "adult" 40 0.646519862 0.583040138 3 3
"135.1.13" 1 30 "adult" "adult" 40 0.646519862 0.583040138 4 3
"135.1.14" 1 30 "adult" "adult" 40 0.646519862 0.583040138 5 3
"135.1.15" 1 30 "adult" "adult" 40 0.646519862 0.583040138 1 4
"135.1.16" 1 30 "adult" "adult" 40 0.646519862 0.583040138 2 4
"135.1.17" 1 30 "adult" "adult" 40 0.646519862 0.583040138 3 4
"135.1.18" 1 30 "adult" "adult" 40 0.646519862 0.583040138 4 4
"135.1.19" 1 30 "adult" "adult" 40 0.646519862 0.583040138 5 4
"135.1.20" 1 30 "adult" "adult" 40 0.646519862 0.583040138 1 5
"135.1.21" 1 30 "adult" "adult" 40 0.646519862 0.583040138 2 5
"135.1.22" 1 30 "adult" "adult" 40 0.646519862 0.583040138 3 5
"135.1.23" 1 30 "adult" "adult" 40 0.646519862 0.583040138 4 5
"135.1.24" 1 30 "adult" "adult" 40 0.646519862 0.583040138 5 5
"136" 0 35 "adult" "adult" 40 0.970967617 0.796642383 1 1
"136.2" 0 35 "adult" "adult" 40 0.970967617 0.796642383 2 1
"136.3" 0 35 "adult" "adult" 40 0.970967617 0.796642383 3 1
"136.4" 0 35 "adult" "adult" 40 0.970967617 0.796642383 4 1
"136.5" 0 35 "adult" "adult" 40 0.970967617 0.796642383 5 1
"136.6" 0 35 "adult" "adult" 40 0.970967617 0.796642383 1 2
"136.7" 0 35 "adult" "adult" 40 0.970967617 0.796642383 2 2
"136.8" 0 35 "adult" "adult" 40 0.970967617 0.796642383 3 2
"136.9" 0 35 "adult" "adult" 40 0.970967617 0.796642383 4 2
"136.10" 0 35 "adult" "adult" 40 0.970967617 0.796642383 5 2
"136.11" 0 35 "adult" "adult" 40 0.970967617 0.796642383 1 3
"136.12" 0 35 "adult" "adult" 40 0.970967617 0.796642383 2 3
"136.13" 0 35 "adult" "adult" 40 0.970967617 0.796642383 3 3
"136.14" 0 35 "adult" "adult" 40 0.970967617 0.796642383 4 3
"136.15" 0 35 "adult" "adult" 40 0.970967617 0.796642383 5 3
"136.16" 0 35 "adult" "adult" 40 0.970967617 0.796642383 1 4
"136.17" 0 35 "adult" "adult" 40 0.970967617 0.796642383 2 4
"136.18" 0 35 "adult" "adult" 40 0.970967617 0.796642383 3 4
"136.19" 0 35 "adult" "adult" 40 0.970967617 0.796642383 4 4
"136.20" 0 35 "adult" "adult" 40 0.970967617 0.796642383 5 4
"136.21" 0 35 "adult" "adult" 40 0.970967617 0.796642383 1 5
"136.22" 0 35 "adult" "adult" 40 0.970967617 0.796642383 2 5
"136.23" 0 35 "adult" "adult" 40 0.970967617 0.796642383 3 5
"136.24" 0 35 "adult" "adult" 40 0.970967617 0.796642383 4 5
"136.25" 0 35 "adult" "adult" 40 0.970967617 0.796642383 5 5
"136.1" 1 35 "adult" "adult" 40 0.856417651 0.911192349 1 1
"136.1.1" 1 35 "adult" "adult" 40 0.856417651 0.911192349 2 1
"136.1.2" 1 35 "adult" "adult" 40 0.856417651 0.911192349 3 1
"136.1.3" 1 35 "adult" "adult" 40 0.856417651 0.911192349 4 1
"136.1.4" 1 35 "adult" "adult" 40 0.856417651 0.911192349 5 1
"136.1.5" 1 35 "adult" "adult" 40 0.856417651 0.911192349 1 2
"136.1.6" 1 35 "adult" "adult" 40 0.856417651 0.911192349 2 2
"136.1.7" 1 35 "adult" "adult" 40 0.856417651 0.911192349 3 2
"136.1.8" 1 35 "adult" "adult" 40 0.856417651 0.911192349 4 2
"136.1.9" 1 35 "adult" "adult" 40 0.856417651 0.911192349 5 2
"136.1.10" 1 35 "adult" "adult" 40 0.856417651 0.911192349 1 3
"136.1.11" 1 35 "adult" "adult" 40 0.856417651 0.911192349 2 3
"136.1.12" 1 35 "adult" "adult" 40 0.856417651 0.911192349 3 3
"136.1.13" 1 35 "adult" "adult" 40 0.856417651 0.911192349 4 3
"136.1.14" 1 35 "adult" "adult" 40 0.856417651 0.911192349 5 3
"136.1.15" 1 35 "adult" "adult" 40 0.856417651 0.911192349 1 4
"136.1.16" 1 35 "adult" "adult" 40 0.856417651 0.911192349 2 4
"136.1.17" 1 35 "adult" "adult" 40 0.856417651 0.911192349 3 4
"136.1.18" 1 35 "adult" "adult" 40 0.856417651 0.911192349 4 4
"136.1.19" 1 35 "adult" "adult" 40 0.856417651 0.911192349 5 4
"136.1.20" 1 35 "adult" "adult" 40 0.856417651 0.911192349 1 5
"136.1.21" 1 35 "adult" "adult" 40 0.856417651 0.911192349 2 5
"136.1.22" 1 35 "adult" "adult" 40 0.856417651 0.911192349 3 5
"136.1.23" 1 35 "adult" "adult" 40 0.856417651 0.911192349 4 5
"136.1.24" 1 35 "adult" "adult" 40 0.856417651 0.911192349 5 5
"137" 0 40 "adult" "adult" 40 1.063794209 0.965238819 1 1
"137.2" 0 40 "adult" "adult" 40 1.063794209 0.965238819 2 1
"137.3" 0 40 "adult" "adult" 40 1.063794209 0.965238819 3 1
"137.4" 0 40 "adult" "adult" 40 1.063794209 0.965238819 4 1
"137.5" 0 40 "adult" "adult" 40 1.063794209 0.965238819 5 1
"137.6" 0 40 "adult" "adult" 40 1.063794209 0.965238819 1 2
"137.7" 0 40 "adult" "adult" 40 1.063794209 0.965238819 2 2
"137.8" 0 40 "adult" "adult" 40 1.063794209 0.965238819 3 2
"137.9" 0 40 "adult" "adult" 40 1.063794209 0.965238819 4 2
"137.10" 0 40 "adult" "adult" 40 1.063794209 0.965238819 5 2
"137.11" 0 40 "adult" "adult" 40 1.063794209 0.965238819 1 3
"137.12" 0 40 "adult" "adult" 40 1.063794209 0.965238819 2 3
"137.13" 0 40 "adult" "adult" 40 1.063794209 0.965238819 3 3
"137.14" 0 40 "adult" "adult" 40 1.063794209 0.965238819 4 3
"137.15" 0 40 "adult" "adult" 40 1.063794209 0.965238819 5 3
"137.16" 0 40 "adult" "adult" 40 1.063794209 0.965238819 1 4
"137.17" 0 40 "adult" "adult" 40 1.063794209 0.965238819 2 4
"137.18" 0 40 "adult" "adult" 40 1.063794209 0.965238819 3 4
"137.19" 0 40 "adult" "adult" 40 1.063794209 0.965238819 4 4
"137.20" 0 40 "adult" "adult" 40 1.063794209 0.965238819 5 4
"137.21" 0 40 "adult" "adult" 40 1.063794209 0.965238819 1 5
"137.22" 0 40 "adult" "adult" 40 1.063794209 0.965238819 2 5
"137.23" 0 40 "adult" "adult" 40 1.063794209 0.965238819 3 5
"137.24" 0 40 "adult" "adult" 40 1.063794209 0.965238819 4 5
"137.25" 0 40 "adult" "adult" 40 1.063794209 0.965238819 5 5
"137.1" 1 40 "adult" "adult" 40 0.90350001 1.12607999 1 1
"137.1.1" 1 40 "adult" "adult" 40 0.90350001 1.12607999 2 1
"137.1.2" 1 40 "adult" "adult" 40 0.90350001 1.12607999 3 1
"137.1.3" 1 40 "adult" "adult" 40 0.90350001 1.12607999 4 1
"137.1.4" 1 40 "adult" "adult" 40 0.90350001 1.12607999 5 1
"137.1.5" 1 40 "adult" "adult" 40 0.90350001 1.12607999 1 2
"137.1.6" 1 40 "adult" "adult" 40 0.90350001 1.12607999 2 2
"137.1.7" 1 40 "adult" "adult" 40 0.90350001 1.12607999 3 2
"137.1.8" 1 40 "adult" "adult" 40 0.90350001 1.12607999 4 2
"137.1.9" 1 40 "adult" "adult" 40 0.90350001 1.12607999 5 2
"137.1.10" 1 40 "adult" "adult" 40 0.90350001 1.12607999 1 3
"137.1.11" 1 40 "adult" "adult" 40 0.90350001 1.12607999 2 3
"137.1.12" 1 40 "adult" "adult" 40 0.90350001 1.12607999 3 3
"137.1.13" 1 40 "adult" "adult" 40 0.90350001 1.12607999 4 3
"137.1.14" 1 40 "adult" "adult" 40 0.90350001 1.12607999 5 3
"137.1.15" 1 40 "adult" "adult" 40 0.90350001 1.12607999 1 4
"137.1.16" 1 40 "adult" "adult" 40 0.90350001 1.12607999 2 4
"137.1.17" 1 40 "adult" "adult" 40 0.90350001 1.12607999 3 4
"137.1.18" 1 40 "adult" "adult" 40 0.90350001 1.12607999 4 4
"137.1.19" 1 40 "adult" "adult" 40 0.90350001 1.12607999 5 4
"137.1.20" 1 40 "adult" "adult" 40 0.90350001 1.12607999 1 5
"137.1.21" 1 40 "adult" "adult" 40 0.90350001 1.12607999 2 5
"137.1.22" 1 40 "adult" "adult" 40 0.90350001 1.12607999 3 5
"137.1.23" 1 40 "adult" "adult" 40 0.90350001 1.12607999 4 5
"137.1.24" 1 40 "adult" "adult" 40 0.90350001 1.12607999 5 5
"138" 0 45 "adult" "adult" 40 0.766359717 0.667919672 1 1
"138.2" 0 45 "adult" "adult" 40 0.766359717 0.667919672 2 1
"138.3" 0 45 "adult" "adult" 40 0.766359717 0.667919672 3 1
"138.4" 0 45 "adult" "adult" 40 0.766359717 0.667919672 4 1
"138.5" 0 45 "adult" "adult" 40 0.766359717 0.667919672 5 1
"138.6" 0 45 "adult" "adult" 40 0.766359717 0.667919672 1 2
"138.7" 0 45 "adult" "adult" 40 0.766359717 0.667919672 2 2
"138.8" 0 45 "adult" "adult" 40 0.766359717 0.667919672 3 2
"138.9" 0 45 "adult" "adult" 40 0.766359717 0.667919672 4 2
"138.10" 0 45 "adult" "adult" 40 0.766359717 0.667919672 5 2
"138.11" 0 45 "adult" "adult" 40 0.766359717 0.667919672 1 3
"138.12" 0 45 "adult" "adult" 40 0.766359717 0.667919672 2 3
"138.13" 0 45 "adult" "adult" 40 0.766359717 0.667919672 3 3
"138.14" 0 45 "adult" "adult" 40 0.766359717 0.667919672 4 3
"138.15" 0 45 "adult" "adult" 40 0.766359717 0.667919672 5 3
"138.16" 0 45 "adult" "adult" 40 0.766359717 0.667919672 1 4
"138.17" 0 45 "adult" "adult" 40 0.766359717 0.667919672 2 4
"138.18" 0 45 "adult" "adult" 40 0.766359717 0.667919672 3 4
"138.19" 0 45 "adult" "adult" 40 0.766359717 0.667919672 4 4
"138.20" 0 45 "adult" "adult" 40 0.766359717 0.667919672 5 4
"138.21" 0 45 "adult" "adult" 40 0.766359717 0.667919672 1 5
"138.22" 0 45 "adult" "adult" 40 0.766359717 0.667919672 2 5
"138.23" 0 45 "adult" "adult" 40 0.766359717 0.667919672 3 5
"138.24" 0 45 "adult" "adult" 40 0.766359717 0.667919672 4 5
"138.25" 0 45 "adult" "adult" 40 0.766359717 0.667919672 5 5
"138.1" 1 45 "adult" "adult" 40 0.658520597 0.755300252 1 1
"138.1.1" 1 45 "adult" "adult" 40 0.658520597 0.755300252 2 1
"138.1.2" 1 45 "adult" "adult" 40 0.658520597 0.755300252 3 1
"138.1.3" 1 45 "adult" "adult" 40 0.658520597 0.755300252 4 1
"138.1.4" 1 45 "adult" "adult" 40 0.658520597 0.755300252 5 1
"138.1.5" 1 45 "adult" "adult" 40 0.658520597 0.755300252 1 2
"138.1.6" 1 45 "adult" "adult" 40 0.658520597 0.755300252 2 2
"138.1.7" 1 45 "adult" "adult" 40 0.658520597 0.755300252 3 2
"138.1.8" 1 45 "adult" "adult" 40 0.658520597 0.755300252 4 2
"138.1.9" 1 45 "adult" "adult" 40 0.658520597 0.755300252 5 2
"138.1.10" 1 45 "adult" "adult" 40 0.658520597 0.755300252 1 3
"138.1.11" 1 45 "adult" "adult" 40 0.658520597 0.755300252 2 3
"138.1.12" 1 45 "adult" "adult" 40 0.658520597 0.755300252 3 3
"138.1.13" 1 45 "adult" "adult" 40 0.658520597 0.755300252 4 3
"138.1.14" 1 45 "adult" "adult" 40 0.658520597 0.755300252 5 3
"138.1.15" 1 45 "adult" "adult" 40 0.658520597 0.755300252 1 4
"138.1.16" 1 45 "adult" "adult" 40 0.658520597 0.755300252 2 4
"138.1.17" 1 45 "adult" "adult" 40 0.658520597 0.755300252 3 4
"138.1.18" 1 45 "adult" "adult" 40 0.658520597 0.755300252 4 4
"138.1.19" 1 45 "adult" "adult" 40 0.658520597 0.755300252 5 4
"138.1.20" 1 45 "adult" "adult" 40 0.658520597 0.755300252 1 5
"138.1.21" 1 45 "adult" "adult" 40 0.658520597 0.755300252 2 5
"138.1.22" 1 45 "adult" "adult" 40 0.658520597 0.755300252 3 5
"138.1.23" 1 45 "adult" "adult" 40 0.658520597 0.755300252 4 5
"138.1.24" 1 45 "adult" "adult" 40 0.658520597 0.755300252 5 5
"145" 0 0 "child" "adult" 45 0.223619325 0.303466342 1 1
