"part.gender" "part.age.cat" "part.group.cat" "cont.group.cat" "cont.age.cat" "male_interact" "female_interact" "part.inf" "cont.inf"
"34.16" 0 5 "adult" "adult" 10 0.800490986 0.591309014 1 4
"34.17" 0 5 "adult" "adult" 10 0.800490986 0.591309014 2 4
"34.18" 0 5 "adult" "adult" 10 0.800490986 0.591309014 3 4
"34.19" 0 5 "adult" "adult" 10 0.800490986 0.591309014 4 4
"34.20" 0 5 "adult" "adult" 10 0.800490986 0.591309014 5 4
"34.21" 0 5 "adult" "adult" 10 0.800490986 0.591309014 1 5
"34.22" 0 5 "adult" "adult" 10 0.800490986 0.591309014 2 5
"34.23" 0 5 "adult" "adult" 10 0.800490986 0.591309014 3 5
"34.24" 0 5 "adult" "adult" 10 0.800490986 0.591309014 4 5
"34.25" 0 5 "adult" "adult" 10 0.800490986 0.591309014 5 5
"34.1" 1 5 "adult" "adult" 10 0.575120988 0.816706848 1 1
"34.1.1" 1 5 "adult" "adult" 10 0.575120988 0.816706848 2 1
"34.1.2" 1 5 "adult" "adult" 10 0.575120988 0.816706848 3 1
"34.1.3" 1 5 "adult" "adult" 10 0.575120988 0.816706848 4 1
"34.1.4" 1 5 "adult" "adult" 10 0.575120988 0.816706848 5 1
"34.1.5" 1 5 "adult" "adult" 10 0.575120988 0.816706848 1 2
"34.1.6" 1 5 "adult" "adult" 10 0.575120988 0.816706848 2 2
"34.1.7" 1 5 "adult" "adult" 10 0.575120988 0.816706848 3 2
"34.1.8" 1 5 "adult" "adult" 10 0.575120988 0.816706848 4 2
"34.1.9" 1 5 "adult" "adult" 10 0.575120988 0.816706848 5 2
"34.1.10" 1 5 "adult" "adult" 10 0.575120988 0.816706848 1 3
"34.1.11" 1 5 "adult" "adult" 10 0.575120988 0.816706848 2 3
"34.1.12" 1 5 "adult" "adult" 10 0.575120988 0.816706848 3 3
"34.1.13" 1 5 "adult" "adult" 10 0.575120988 0.816706848 4 3
"34.1.14" 1 5 "adult" "adult" 10 0.575120988 0.816706848 5 3
"34.1.15" 1 5 "adult" "adult" 10 0.575120988 0.816706848 1 4
"34.1.16" 1 5 "adult" "adult" 10 0.575120988 0.816706848 2 4
"34.1.17" 1 5 "adult" "adult" 10 0.575120988 0.816706848 3 4
"34.1.18" 1 5 "adult" "adult" 10 0.575120988 0.816706848 4 4
"34.1.19" 1 5 "adult" "adult" 10 0.575120988 0.816706848 5 4
"34.1.20" 1 5 "adult" "adult" 10 0.575120988 0.816706848 1 5
"34.1.21" 1 5 "adult" "adult" 10 0.575120988 0.816706848 2 5
"34.1.22" 1 5 "adult" "adult" 10 0.575120988 0.816706848 3 5
"34.1.23" 1 5 "adult" "adult" 10 0.575120988 0.816706848 4 5
"34.1.24" 1 5 "adult" "adult" 10 0.575120988 0.816706848 5 5
"35" 0 10 "adult" "adult" 10 5.457706011 3.537543744 1 1
"35.2" 0 10 "adult" "adult" 10 5.457706011 3.537543744 2 1
"35.3" 0 10 "adult" "adult" 10 5.457706011 3.537543744 3 1
"35.4" 0 10 "adult" "adult" 10 5.457706011 3.537543744 4 1
"35.5" 0 10 "adult" "adult" 10 5.457706011 3.537543744 5 1
"35.6" 0 10 "adult" "adult" 10 5.457706011 3.537543744 1 2
"35.7" 0 10 "adult" "adult" 10 5.457706011 3.537543744 2 2
"35.8" 0 10 "adult" "adult" 10 5.457706011 3.537543744 3 2
"35.9" 0 10 "adult" "adult" 10 5.457706011 3.537543744 4 2
"35.10" 0 10 "adult" "adult" 10 5.457706011 3.537543744 5 2
"35.11" 0 10 "adult" "adult" 10 5.457706011 3.537543744 1 3
"35.12" 0 10 "adult" "adult" 10 5.457706011 3.537543744 2 3
"35.13" 0 10 "adult" "adult" 10 5.457706011 3.537543744 3 3
"35.14" 0 10 "adult" "adult" 10 5.457706011 3.537543744 4 3
"35.15" 0 10 "adult" "adult" 10 5.457706011 3.537543744 5 3
"35.16" 0 10 "adult" "adult" 10 5.457706011 3.537543744 1 4
"35.17" 0 10 "adult" "adult" 10 5.457706011 3.537543744 2 4
"35.18" 0 10 "adult" "adult" 10 5.457706011 3.537543744 3 4
"35.19" 0 10 "adult" "adult" 10 5.457706011 3.537543744 4 4
"35.20" 0 10 "adult" "adult" 10 5.457706011 3.537543744 5 4
"35.21" 0 10 "adult" "adult" 10 5.457706011 3.537543744 1 5
"35.22" 0 10 "adult" "adult" 10 5.457706011 3.537543744 2 5
"35.23" 0 10 "adult" "adult" 10 5.457706011 3.537543744 3 5
"35.24" 0 10 "adult" "adult" 10 5.457706011 3.537543744 4 5
"35.25" 0 10 "adult" "adult" 10 5.457706011 3.537543744 5 5
"35.1" 1 10 "adult" "adult" 10 4.156040017 4.809317822 1 1
"35.1.1" 1 10 "adult" "adult" 10 4.156040017 4.809317822 2 1
"35.1.2" 1 10 "adult" "adult" 10 4.156040017 4.809317822 3 1
"35.1.3" 1 10 "adult" "adult" 10 4.156040017 4.809317822 4 1
"35.1.4" 1 10 "adult" "adult" 10 4.156040017 4.809317822 5 1
"35.1.5" 1 10 "adult" "adult" 10 4.156040017 4.809317822 1 2
"35.1.6" 1 10 "adult" "adult" 10 4.156040017 4.809317822 2 2
"35.1.7" 1 10 "adult" "adult" 10 4.156040017 4.809317822 3 2
"35.1.8" 1 10 "adult" "adult" 10 4.156040017 4.809317822 4 2
"35.1.9" 1 10 "adult" "adult" 10 4.156040017 4.809317822 5 2
"35.1.10" 1 10 "adult" "adult" 10 4.156040017 4.809317822 1 3
"35.1.11" 1 10 "adult" "adult" 10 4.156040017 4.809317822 2 3
"35.1.12" 1 10 "adult" "adult" 10 4.156040017 4.809317822 3 3
"35.1.13" 1 10 "adult" "adult" 10 4.156040017 4.809317822 4 3
"35.1.14" 1 10 "adult" "adult" 10 4.156040017 4.809317822 5 3
"35.1.15" 1 10 "adult" "adult" 10 4.156040017 4.809317822 1 4
"35.1.16" 1 10 "adult" "adult" 10 4.156040017 4.809317822 2 4
"35.1.17" 1 10 "adult" "adult" 10 4.156040017 4.809317822 3 4
"35.1.18" 1 10 "adult" "adult" 10 4.156040017 4.809317822 4 4
"35.1.19" 1 10 "adult" "adult" 10 4.156040017 4.809317822 5 4
"35.1.20" 1 10 "adult" "adult" 10 4.156040017 4.809317822 1 5
"35.1.21" 1 10 "adult" "adult" 10 4.156040017 4.809317822 2 5
"35.1.22" 1 10 "adult" "adult" 10 4.156040017 4.809317822 3 5
"35.1.23" 1 10 "adult" "adult" 10 4.156040017 4.809317822 4 5
"35.1.24" 1 10 "adult" "adult" 10 4.156040017 4.809317822 5 5
"36" 0 15 "adult" "adult" 10 1.771738595 1.196231405 1 1
"36.2" 0 15 "adult" "adult" 10 1.771738595 1.196231405 2 1
"36.3" 0 15 "adult" "adult" 10 1.771738595 1.196231405 3 1
"36.4" 0 15 "adult" "adult" 10 1.771738595 1.196231405 4 1
"36.5" 0 15 "adult" "adult" 10 1.771738595 1.196231405 5 1
"36.6" 0 15 "adult" "adult" 10 1.771738595 1.196231405 1 2
"36.7" 0 15 "adult" "adult" 10 1.771738595 1.196231405 2 2
"36.8" 0 15 "adult" "adult" 10 1.771738595 1.196231405 3 2
"36.9" 0 15 "adult" "adult" 10 1.771738595 1.196231405 4 2
"36.10" 0 15 "adult" "adult" 10 1.771738595 1.196231405 5 2
"36.11" 0 15 "adult" "adult" 10 1.771738595 1.196231405 1 3
"36.12" 0 15 "adult" "adult" 10 1.771738595 1.196231405 2 3
"36.13" 0 15 "adult" "adult" 10 1.771738595 1.196231405 3 3
"36.14" 0 15 "adult" "adult" 10 1.771738595 1.196231405 4 3
"36.15" 0 15 "adult" "adult" 10 1.771738595 1.196231405 5 3
"36.16" 0 15 "adult" "adult" 10 1.771738595 1.196231405 1 4
"36.17" 0 15 "adult" "adult" 10 1.771738595 1.196231405 2 4
"36.18" 0 15 "adult" "adult" 10 1.771738595 1.196231405 3 4
"36.19" 0 15 "adult" "adult" 10 1.771738595 1.196231405 4 4
"36.20" 0 15 "adult" "adult" 10 1.771738595 1.196231405 5 4
"36.21" 0 15 "adult" "adult" 10 1.771738595 1.196231405 1 5
"36.22" 0 15 "adult" "adult" 10 1.771738595 1.196231405 2 5
"36.23" 0 15 "adult" "adult" 10 1.771738595 1.196231405 3 5
"36.24" 0 15 "adult" "adult" 10 1.771738595 1.196231405 4 5
"36.25" 0 15 "adult" "adult" 10 1.771738595 1.196231405 5 5
"36.1" 1 15 "adult" "adult" 10 1.560623921 1.407346079 1 1
"36.1.1" 1 15 "adult" "adult" 10 1.560623921 1.407346079 2 1
"36.1.2" 1 15 "adult" "adult" 10 1.560623921 1.407346079 3 1
"36.1.3" 1 15 "adult" "adult" 10 1.560623921 1.407346079 4 1
"36.1.4" 1 15 "adult" "adult" 10 1.560623921 1.407346079 5 1
"36.1.5" 1 15 "adult" "adult" 10 1.560623921 1.407346079 1 2
"36.1.6" 1 15 "adult" "adult" 10 1.560623921 1.407346079 2 2
"36.1.7" 1 15 "adult" "adult" 10 1.560623921 1.407346079 3 2
"36.1.8" 1 15 "adult" "adult" 10 1.560623921 1.407346079 4 2
"36.1.9" 1 15 "adult" "adult" 10 1.560623921 1.407346079 5 2
"36.1.10" 1 15 "adult" "adult" 10 1.560623921 1.407346079 1 3
"36.1.11" 1 15 "adult" "adult" 10 1.560623921 1.407346079 2 3
"36.1.12" 1 15 "adult" "adult" 10 1.560623921 1.407346079 3 3
"36.1.13" 1 15 "adult" "adult" 10 1.560623921 1.407346079 4 3
"36.1.14" 1 15 "adult" "adult" 10 1.560623921 1.407346079 5 3
"36.1.15" 1 15 "adult" "adult" 10 1.560623921 1.407346079 1 4
"36.1.16" 1 15 "adult" "adult" 10 1.560623921 1.407346079 2 4
"36.1.17" 1 15 "adult" "adult" 10 1.560623921 1.407346079 3 4
"36.1.18" 1 15 "adult" "adult" 10 1.560623921 1.407346079 4 4
"36.1.19" 1 15 "adult" "adult" 10 1.560623921 1.407346079 5 4
"36.1.20" 1 15 "adult" "adult" 10 1.560623921 1.407346079 1 5
"36.1.21" 1 15 "adult" "adult" 10 1.560623921 1.407346079 2 5
"36.1.22" 1 15 "adult" "adult" 10 1.560623921 1.407346079 3 5
"36.1.23" 1 15 "adult" "adult" 10 1.560623921 1.407346079 4 5
"36.1.24" 1 15 "adult" "adult" 10 1.560623921 1.407346079 5 5
"37" 0 20 "adult" "adult" 10 0.279685408 0.245604592 1 1
"37.2" 0 20 "adult" "adult" 10 0.279685408 0.245604592 2 1
"37.3" 0 20 "adult" "adult" 10 0.279685408 0.245604592 3 1
"37.4" 0 20 "adult" "adult" 10 0.279685408 0.245604592 4 1
"37.5" 0 20 "adult" "adult" 10 0.279685408 0.245604592 5 1
"37.6" 0 20 "adult" "adult" 10 0.279685408 0.245604592 1 2
"37.7" 0 20 "adult" "adult" 10 0.279685408 0.245604592 2 2
"37.8" 0 20 "adult" "adult" 10 0.279685408 0.245604592 3 2
"37.9" 0 20 "adult" "adult" 10 0.279685408 0.245604592 4 2
"37.10" 0 20 "adult" "adult" 10 0.279685408 0.245604592 5 2
"37.11" 0 20 "adult" "adult" 10 0.279685408 0.245604592 1 3
"37.12" 0 20 "adult" "adult" 10 0.279685408 0.245604592 2 3
"37.13" 0 20 "adult" "adult" 10 0.279685408 0.245604592 3 3
"37.14" 0 20 "adult" "adult" 10 0.279685408 0.245604592 4 3
"37.15" 0 20 "adult" "adult" 10 0.279685408 0.245604592 5 3
"37.16" 0 20 "adult" "adult" 10 0.279685408 0.245604592 1 4
"37.17" 0 20 "adult" "adult" 10 0.279685408 0.245604592 2 4
"37.18" 0 20 "adult" "adult" 10 0.279685408 0.245604592 3 4
"37.19" 0 20 "adult" "adult" 10 0.279685408 0.245604592 4 4
"37.20" 0 20 "adult" "adult" 10 0.279685408 0.245604592 5 4
"37.21" 0 20 "adult" "adult" 10 0.279685408 0.245604592 1 5
"37.22" 0 20 "adult" "adult" 10 0.279685408 0.245604592 2 5
"37.23" 0 20 "adult" "adult" 10 0.279685408 0.245604592 3 5
"37.24" 0 20 "adult" "adult" 10 0.279685408 0.245604592 4 5
"37.25" 0 20 "adult" "adult" 10 0.279685408 0.245604592 5 5
"37.1" 1 20 "adult" "adult" 10 0.231530497 0.293759503 1 1
"37.1.1" 1 20 "adult" "adult" 10 0.231530497 0.293759503 2 1
"37.1.2" 1 20 "adult" "adult" 10 0.231530497 0.293759503 3 1
"37.1.3" 1 20 "adult" "adult" 10 0.231530497 0.293759503 4 1
"37.1.4" 1 20 "adult" "adult" 10 0.231530497 0.293759503 5 1
"37.1.5" 1 20 "adult" "adult" 10 0.231530497 0.293759503 1 2
"37.1.6" 1 20 "adult" "adult" 10 0.231530497 0.293759503 2 2
"37.1.7" 1 20 "adult" "adult" 10 0.231530497 0.293759503 3 2
"37.1.8" 1 20 "adult" "adult" 10 0.231530497 0.293759503 4 2
"37.1.9" 1 20 "adult" "adult" 10 0.231530497 0.293759503 5 2
"37.1.10" 1 20 "adult" "adult" 10 0.231530497 0.293759503 1 3
"37.1.11" 1 20 "adult" "adult" 10 0.231530497 0.293759503 2 3
"37.1.12" 1 20 "adult" "adult" 10 0.231530497 0.293759503 3 3
"37.1.13" 1 20 "adult" "adult" 10 0.231530497 0.293759503 4 3
"37.1.14" 1 20 "adult" "adult" 10 0.231530497 0.293759503 5 3
"37.1.15" 1 20 "adult" "adult" 10 0.231530497 0.293759503 1 4
"37.1.16" 1 20 "adult" "adult" 10 0.231530497 0.293759503 2 4
"37.1.17" 1 20 "adult" "adult" 10 0.231530497 0.293759503 3 4
"37.1.18" 1 20 "adult" "adult" 10 0.231530497 0.293759503 4 4
"37.1.19" 1 20 "adult" "adult" 10 0.231530497 0.293759503 5 4
"37.1.20" 1 20 "adult" "adult" 10 0.231530497 0.293759503 1 5
"37.1.21" 1 20 "adult" "adult" 10 0.231530497 0.293759503 2 5
"37.1.22" 1 20 "adult" "adult" 10 0.231530497 0.293759503 3 5
"37.1.23" 1 20 "adult" "adult" 10 0.231530497 0.293759503 4 5
"37.1.24" 1 20 "adult" "adult" 10 0.231530497 0.293759503 5 5
"38" 0 25 "adult" "adult" 10 0.219437196 0.176912804 1 1
"38.2" 0 25 "adult" "adult" 10 0.219437196 0.176912804 2 1
"38.3" 0 25 "adult" "adult" 10 0.219437196 0.176912804 3 1
"38.4" 0 25 "adult" "adult" 10 0.219437196 0.176912804 4 1
"38.5" 0 25 "adult" "adult" 10 0.219437196 0.176912804 5 1
"38.6" 0 25 "adult" "adult" 10 0.219437196 0.176912804 1 2
"38.7" 0 25 "adult" "adult" 10 0.219437196 0.176912804 2 2
"38.8" 0 25 "adult" "adult" 10 0.219437196 0.176912804 3 2
"38.9" 0 25 "adult" "adult" 10 0.219437196 0.176912804 4 2
"38.10" 0 25 "adult" "adult" 10 0.219437196 0.176912804 5 2
"38.11" 0 25 "adult" "adult" 10 0.219437196 0.176912804 1 3
"38.12" 0 25 "adult" "adult" 10 0.219437196 0.176912804 2 3
"38.13" 0 25 "adult" "adult" 10 0.219437196 0.176912804 3 3
"38.14" 0 25 "adult" "adult" 10 0.219437196 0.176912804 4 3
"38.15" 0 25 "adult" "adult" 10 0.219437196 0.176912804 5 3
"38.16" 0 25 "adult" "adult" 10 0.219437196 0.176912804 1 4
"38.17" 0 25 "adult" "adult" 10 0.219437196 0.176912804 2 4
"38.18" 0 25 "adult" "adult" 10 0.219437196 0.176912804 3 4
"38.19" 0 25 "adult" "adult" 10 0.219437196 0.176912804 4 4
"38.20" 0 25 "adult" "adult" 10 0.219437196 0.176912804 5 4
"38.21" 0 25 "adult" "adult" 10 0.219437196 0.176912804 1 5
"38.22" 0 25 "adult" "adult" 10 0.219437196 0.176912804 2 5
"38.23" 0 25 "adult" "adult" 10 0.219437196 0.176912804 3 5
"38.24" 0 25 "adult" "adult" 10 0.219437196 0.176912804 4 5
"38.25" 0 25 "adult" "adult" 10 0.219437196 0.176912804 5 5
"38.1" 1 25 "adult" "adult" 10 0.186482279 0.209867721 1 1
"38.1.1" 1 25 "adult" "adult" 10 0.186482279 0.209867721 2 1
"38.1.2" 1 25 "adult" "adult" 10 0.186482279 0.209867721 3 1
"38.1.3" 1 25 "adult" "adult" 10 0.186482279 0.209867721 4 1
"38.1.4" 1 25 "adult" "adult" 10 0.186482279 0.209867721 5 1
"38.1.5" 1 25 "adult" "adult" 10 0.186482279 0.209867721 1 2
"38.1.6" 1 25 "adult" "adult" 10 0.186482279 0.209867721 2 2
"38.1.7" 1 25 "adult" "adult" 10 0.186482279 0.209867721 3 2
"38.1.8" 1 25 "adult" "adult" 10 0.186482279 0.209867721 4 2
"38.1.9" 1 25 "adult" "adult" 10 0.186482279 0.209867721 5 2
"38.1.10" 1 25 "adult" "adult" 10 0.186482279 0.209867721 1 3
"38.1.11" 1 25 "adult" "adult" 10 0.186482279 0.209867721 2 3
"38.1.12" 1 25 "adult" "adult" 10 0.186482279 0.209867721 3 3
"38.1.13" 1 25 "adult" "adult" 10 0.186482279 0.209867721 4 3
"38.1.14" 1 25 "adult" "adult" 10 0.186482279 0.209867721 5 3
"38.1.15" 1 25 "adult" "adult" 10 0.186482279 0.209867721 1 4
"38.1.16" 1 25 "adult" "adult" 10 0.186482279 0.209867721 2 4
"38.1.17" 1 25 "adult" "adult" 10 0.186482279 0.209867721 3 4
"38.1.18" 1 25 "adult" "adult" 10 0.186482279 0.209867721 4 4
"38.1.19" 1 25 "adult" "adult" 10 0.186482279 0.209867721 5 4
"38.1.20" 1 25 "adult" "adult" 10 0.186482279 0.209867721 1 5
"38.1.21" 1 25 "adult" "adult" 10 0.186482279 0.209867721 2 5
"38.1.22" 1 25 "adult" "adult" 10 0.186482279 0.209867721 3 5
"38.1.23" 1 25 "adult" "adult" 10 0.186482279 0.209867721 4 5
"38.1.24" 1 25 "adult" "adult" 10 0.186482279 0.209867721 5 5
"39" 0 30 "adult" "adult" 10 0.436128805 0.366901195 1 1
"39.2" 0 30 "adult" "adult" 10 0.436128805 0.366901195 2 1
"39.3" 0 30 "adult" "adult" 10 0.436128805 0.366901195 3 1
"39.4" 0 30 "adult" "adult" 10 0.436128805 0.366901195 4 1
"39.5" 0 30 "adult" "adult" 10 0.436128805 0.366901195 5 1
"39.6" 0 30 "adult" "adult" 10 0.436128805 0.366901195 1 2
"39.7" 0 30 "adult" "adult" 10 0.436128805 0.366901195 2 2
"39.8" 0 30 "adult" "adult" 10 0.436128805 0.366901195 3 2
"39.9" 0 30 "adult" "adult" 10 0.436128805 0.366901195 4 2
"39.10" 0 30 "adult" "adult" 10 0.436128805 0.366901195 5 2
"39.11" 0 30 "adult" "adult" 10 0.436128805 0.366901195 1 3
"39.12" 0 30 "adult" "adult" 10 0.436128805 0.366901195 2 3
"39.13" 0 30 "adult" "adult" 10 0.436128805 0.366901195 3 3
"39.14" 0 30 "adult" "adult" 10 0.436128805 0.366901195 4 3
"39.15" 0 30 "adult" "adult" 10 0.436128805 0.366901195 5 3
"39.16" 0 30 "adult" "adult" 10 0.436128805 0.366901195 1 4
"39.17" 0 30 "adult" "adult" 10 0.436128805 0.366901195 2 4
"39.18" 0 30 "adult" "adult" 10 0.436128805 0.366901195 3 4
"39.19" 0 30 "adult" "adult" 10 0.436128805 0.366901195 4 4
"39.20" 0 30 "adult" "adult" 10 0.436128805 0.366901195 5 4
"39.21" 0 30 "adult" "adult" 10 0.436128805 0.366901195 1 5
"39.22" 0 30 "adult" "adult" 10 0.436128805 0.366901195 2 5
"39.23" 0 30 "adult" "adult" 10 0.436128805 0.366901195 3 5
"39.24" 0 30 "adult" "adult" 10 0.436128805 0.366901195 4 5
"39.25" 0 30 "adult" "adult" 10 0.436128805 0.366901195 5 5
"39.1" 1 30 "adult" "adult" 10 0.422244416 0.380785584 1 1
"39.1.1" 1 30 "adult" "adult" 10 0.422244416 0.380785584 2 1
"39.1.2" 1 30 "adult" "adult" 10 0.422244416 0.380785584 3 1
"39.1.3" 1 30 "adult" "adult" 10 0.422244416 0.380785584 4 1
"39.1.4" 1 30 "adult" "adult" 10 0.422244416 0.380785584 5 1
"39.1.5" 1 30 "adult" "adult" 10 0.422244416 0.380785584 1 2
"39.1.6" 1 30 "adult" "adult" 10 0.422244416 0.380785584 2 2
"39.1.7" 1 30 "adult" "adult" 10 0.422244416 0.380785584 3 2
"39.1.8" 1 30 "adult" "adult" 10 0.422244416 0.380785584 4 2
"39.1.9" 1 30 "adult" "adult" 10 0.422244416 0.380785584 5 2
"39.1.10" 1 30 "adult" "adult" 10 0.422244416 0.380785584 1 3
"39.1.11" 1 30 "adult" "adult" 10 0.422244416 0.380785584 2 3
"39.1.12" 1 30 "adult" "adult" 10 0.422244416 0.380785584 3 3
"39.1.13" 1 30 "adult" "adult" 10 0.422244416 0.380785584 4 3
"39.1.14" 1 30 "adult" "adult" 10 0.422244416 0.380785584 5 3
"39.1.15" 1 30 "adult" "adult" 10 0.422244416 0.380785584 1 4
"39.1.16" 1 30 "adult" "adult" 10 0.422244416 0.380785584 2 4
"39.1.17" 1 30 "adult" "adult" 10 0.422244416 0.380785584 3 4
"39.1.18" 1 30 "adult" "adult" 10 0.422244416 0.380785584 4 4
"39.1.19" 1 30 "adult" "adult" 10 0.422244416 0.380785584 5 4
"39.1.20" 1 30 "adult" "adult" 10 0.422244416 0.380785584 1 5
"39.1.21" 1 30 "adult" "adult" 10 0.422244416 0.380785584 2 5
"39.1.22" 1 30 "adult" "adult" 10 0.422244416 0.380785584 3 5
"39.1.23" 1 30 "adult" "adult" 10 0.422244416 0.380785584 4 5
"39.1.24" 1 30 "adult" "adult" 10 0.422244416 0.380785584 5 5
"40" 0 35 "adult" "adult" 10 0.527530819 0.432819181 1 1
"40.2" 0 35 "adult" "adult" 10 0.527530819 0.432819181 2 1
"40.3" 0 35 "adult" "adult" 10 0.527530819 0.432819181 3 1
"40.4" 0 35 "adult" "adult" 10 0.527530819 0.432819181 4 1
"40.5" 0 35 "adult" "adult" 10 0.527530819 0.432819181 5 1
"40.6" 0 35 "adult" "adult" 10 0.527530819 0.432819181 1 2
"40.7" 0 35 "adult" "adult" 10 0.527530819 0.432819181 2 2
"40.8" 0 35 "adult" "adult" 10 0.527530819 0.432819181 3 2
"40.9" 0 35 "adult" "adult" 10 0.527530819 0.432819181 4 2
"40.10" 0 35 "adult" "adult" 10 0.527530819 0.432819181 5 2
"40.11" 0 35 "adult" "adult" 10 0.527530819 0.432819181 1 3
"40.12" 0 35 "adult" "adult" 10 0.527530819 0.432819181 2 3
"40.13" 0 35 "adult" "adult" 10 0.527530819 0.432819181 3 3
"40.14" 0 35 "adult" "adult" 10 0.527530819 0.432819181 4 3
"40.15" 0 35 "adult" "adult" 10 0.527530819 0.432819181 5 3
"40.16" 0 35 "adult" "adult" 10 0.527530819 0.432819181 1 4
"40.17" 0 35 "adult" "adult" 10 0.527530819 0.432819181 2 4
"40.18" 0 35 "adult" "adult" 10 0.527530819 0.432819181 3 4
"40.19" 0 35 "adult" "adult" 10 0.527530819 0.432819181 4 4
"40.20" 0 35 "adult" "adult" 10 0.527530819 0.432819181 5 4
"40.21" 0 35 "adult" "adult" 10 0.527530819 0.432819181 1 5
"40.22" 0 35 "adult" "adult" 10 0.527530819 0.432819181 2 5
"40.23" 0 35 "adult" "adult" 10 0.527530819 0.432819181 3 5
"40.24" 0 35 "adult" "adult" 10 0.527530819 0.432819181 4 5
"40.25" 0 35 "adult" "adult" 10 0.527530819 0.432819181 5 5
"40.1" 1 35 "adult" "adult" 10 0.465295337 0.495054663 1 1
"40.1.1" 1 35 "adult" "adult" 10 0.465295337 0.495054663 2 1
"40.1.2" 1 35 "adult" "adult" 10 0.465295337 0.495054663 3 1
"40.1.3" 1 35 "adult" "adult" 10 0.465295337 0.495054663 4 1
"40.1.4" 1 35 "adult" "adult" 10 0.465295337 0.495054663 5 1
"40.1.5" 1 35 "adult" "adult" 10 0.465295337 0.495054663 1 2
"40.1.6" 1 35 "adult" "adult" 10 0.465295337 0.495054663 2 2
"40.1.7" 1 35 "adult" "adult" 10 0.465295337 0.495054663 3 2
"40.1.8" 1 35 "adult" "adult" 10 0.465295337 0.495054663 4 2
"40.1.9" 1 35 "adult" "adult" 10 0.465295337 0.495054663 5 2
"40.1.10" 1 35 "adult" "adult" 10 0.465295337 0.495054663 1 3
"40.1.11" 1 35 "adult" "adult" 10 0.465295337 0.495054663 2 3
"40.1.12" 1 35 "adult" "adult" 10 0.465295337 0.495054663 3 3
"40.1.13" 1 35 "adult" "adult" 10 0.465295337 0.495054663 4 3
"40.1.14" 1 35 "adult" "adult" 10 0.465295337 0.495054663 5 3
"40.1.15" 1 35 "adult" "adult" 10 0.465295337 0.495054663 1 4
"40.1.16" 1 35 "adult" "adult" 10 0.465295337 0.495054663 2 4
"40.1.17" 1 35 "adult" "adult" 10 0.465295337 0.495054663 3 4
"40.1.18" 1 35 "adult" "adult" 10 0.465295337 0.495054663 4 4
"40.1.19" 1 35 "adult" "adult" 10 0.465295337 0.495054663 5 4
"40.1.20" 1 35 "adult" "adult" 10 0.465295337 0.495054663 1 5
"40.1.21" 1 35 "adult" "adult" 10 0.465295337 0.495054663 2 5
"40.1.22" 1 35 "adult" "adult" 10 0.465295337 0.495054663 3 5
"40.1.23" 1 35 "adult" "adult" 10 0.465295337 0.495054663 4 5
"40.1.24" 1 35 "adult" "adult" 10 0.465295337 0.495054663 5 5
"41" 0 40 "adult" "adult" 10 0.554613549 0.503231285 1 1
"41.2" 0 40 "adult" "adult" 10 0.554613549 0.503231285 2 1
"41.3" 0 40 "adult" "adult" 10 0.554613549 0.503231285 3 1
"41.4" 0 40 "adult" "adult" 10 0.554613549 0.503231285 4 1
"41.5" 0 40 "adult" "adult" 10 0.554613549 0.503231285 5 1
"41.6" 0 40 "adult" "adult" 10 0.554613549 0.503231285 1 2
"41.7" 0 40 "adult" "adult" 10 0.554613549 0.503231285 2 2
"41.8" 0 40 "adult" "adult" 10 0.554613549 0.503231285 3 2
"41.9" 0 40 "adult" "adult" 10 0.554613549 0.503231285 4 2
"41.10" 0 40 "adult" "adult" 10 0.554613549 0.503231285 5 2
"41.11" 0 40 "adult" "adult" 10 0.554613549 0.503231285 1 3
"41.12" 0 40 "adult" "adult" 10 0.554613549 0.503231285 3 3
"41.14" 0 40 "adult" "adult" 10 0.554613549 0.503231285 4 3
"41.15" 0 40 "adult" "adult" 10 0.554613549 0.503231285 5 3
"41.16" 0 40 "adult" "adult" 10 0.554613549 0.503231285 1 4
"41.17" 0 40 "adult" "adult" 10 0.554613549 0.503231285 2 4
"41.18" 0 40 "adult" "adult" 10 0.554613549 0.503231285 3 4
"41.19" 0 40 "adult" "adult" 10 0.554613549 0.503231285 4 4
"41.20" 0 40 "adult" "adult" 10 0.554613549 0.503231285 5 4
"41.21" 0 40 "adult" "adult" 10 0.554613549 0.503231285 1 5
"41.22" 0 40 "adult" "adult" 10 0.554613549 0.503231285 2 5
"41.23" 0 40 "adult" "adult" 10 0.554613549 0.503231285 3 5
"41.24" 0 40 "adult" "adult" 10 0.554613549 0.503231285 4 5
"41.25" 0 40 "adult" "adult" 10 0.554613549 0.503231285 5 5
"41.1" 1 40 "adult" "adult" 10 0.4710435 0.5870865 1 1
"41.1.1" 1 40 "adult" "adult" 10 0.4710435 0.5870865 2 1
"41.1.2" 1 40 "adult" "adult" 10 0.4710435 0.5870865 3 1
"41.1.3" 1 40 "adult" "adult" 10 0.4710435 0.5870865 4 1
"41.1.4" 1 40 "adult" "adult" 10 0.4710435 0.5870865 5 1
"41.1.5" 1 40 "adult" "adult" 10 0.4710435 0.5870865 1 2
"41.1.6" 1 40 "adult" "adult" 10 0.4710435 0.5870865 2 2
"41.1.7" 1 40 "adult" "adult" 10 0.4710435 0.5870865 3 2
